Wall time,Step,Value
1695948630.206555,42,1.0
1695948630.232498,45,1.0
1695948630.535541,71,1.0
1695948630.830979,94,1.0
1695948641.256208,167,0.6666666865348816
1695948652.847902,229,1.0
1695948653.521039,234,1.0
1695948657.623337,255,1.0
1695948661.484642,273,0.6666666865348816
1695948668.247573,308,0.75
1695948668.646269,310,1.0
1695948671.488566,318,1.0
1695948710.643332,474,1.0
1695948729.301643,536,1.0
1695948743.164173,579,1.0
1695948745.611443,586,1.0
1695948766.576295,634,0.5
1695948773.509812,647,0.800000011920929
1695948812.958201,714,0.25
1695948818.383171,722,0.20000000298023224
1695948865.665941,802,0.25
1695948869.093568,808,0.4000000059604645
1695948885.834838,836,0.0
1695948956.820037,971,0.0
1695948978.53221,1014,0.20000000298023224
1695949005.94368,1066,0.6000000238418579
1695949025.416489,1104,0.0
1695949061.671341,1180,0.5
1695949097.229647,1261,0.6000000238418579
1695949125.958865,1316,0.800000011920929
1695949127.498733,1319,0.6666666865348816
1695949134.240477,1333,0.6000000238418579
1695949135.763129,1337,0.5
1695949160.423346,1385,0.20000000298023224
1695949163.534188,1392,0.75
1695949185.998687,1436,0.25
1695949197.28551,1466,0.0
1695949238.066801,1552,0.4000000059604645
1695949254.650803,1584,0.25
1695949305.813157,1691,0.6000000238418579
1695949326.777241,1734,0.4000000059604645
1695949328.251748,1737,0.5
1695949384.79329,1844,0.4000000059604645
1695949402.411299,1877,0.5
1695949424.021763,1917,0.3333333432674408
1695949438.00936,1947,0.6666666865348816
1695949483.597814,2036,0.6666666865348816
1695949513.416284,2096,0.0
1695949555.297581,2187,0.800000011920929
1695949562.153191,2199,0.25
1695949577.845764,2231,0.25
1695949593.129425,2262,0.75
1695949616.310143,2307,1.0
1695949656.849225,2389,1.0
1695949676.683002,2436,0.5
1695949683.295321,2453,0.5
1695949684.264452,2455,1.0
1695949686.386127,2460,0.6666666865348816
1695949695.500401,2485,0.25
1695949695.819129,2486,0.4000000059604645
1695949700.166882,2498,0.800000011920929
1695949702.719122,2503,0.5
1695949715.133754,2532,0.6000000238418579
1695949782.7099,2685,0.6666666865348816
1695949809.209428,2740,0.3333333432674408
1695949919.236194,2967,0.5
1695949950.895017,3038,0.5
1695949952.465062,3041,0.6666666865348816
1695950010.430441,3161,0.3333333432674408
1695950045.244296,3230,0.5
1695950055.449281,3246,1.0
1695950056.284275,3247,0.25
1695950084.475747,3305,1.0
1695950168.302158,3480,1.0
1695950235.881128,3618,0.4000000059604645
1695950237.032881,3620,0.5
1695950262.337386,3670,0.5
1695950297.041646,3741,0.5
1695950335.9421,3814,0.4000000059604645
1695950339.949211,3821,0.4000000059604645
1695950392.204757,3928,0.5
1695950406.475362,3956,0.0
1695950451.392865,4036,0.5
1695950483.37533,4098,0.25
1695950541.091652,4196,0.0
1695950560.722961,4232,0.75
1695950606.303945,4317,0.6000000238418579
1695950654.945943,4400,0.6000000238418579
1695950710.239709,4492,0.0
1695950718.362182,4509,0.3333333432674408
1695950733.722408,4530,0.4000000059604645
1695950811.015982,4664,0.20000000298023224
1695950813.065205,4668,0.4000000059604645
1695950817.439589,4676,1.0
1695950872.879937,4788,0.75
1695950880.614011,4802,0.75
1695950900.189328,4840,0.5
1695950925.087484,4894,0.6000000238418579
1695950964.560568,4971,0.4000000059604645
1695951003.64758,5050,0.6000000238418579
1695951004.24231,5052,0.0
1695951030.735293,5106,0.4000000059604645
1695951045.170999,5134,0.6666666865348816
1695951158.92723,5345,0.5
1695951166.490359,5359,0.4000000059604645
1695951198.93865,5420,0.5
1695951272.077258,5549,0.25
1695951348.825076,5679,0.800000011920929
1695951373.03995,5723,0.800000011920929
1695951416.345737,5808,1.0
1695951445.655714,5864,0.6000000238418579
1695951448.540483,5871,0.5
